label,len,qr,count_queries,qry_type,qry_name_enthropy,qry_name_len,count_labels,resp_type,resp_ttl,resp_len,count_auth_rr,count_add_rr,count_answers,count_rtypes
1,290,0,1,5,5.7143290171411625,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.75365841060875,244,11,0,0,0,0,0,0,0
1,288,0,1,5,5.758211050567072,242,11,0,0,0,0,0,0,0
1,290,0,1,5,5.837568441287014,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.834130980052302,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.79121014873183,244,11,0,0,0,0,0,0,0
1,288,0,1,5,5.808808091732436,242,11,0,0,0,0,0,0,0
1,290,0,1,5,5.787570220545023,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.828762623556671,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.785561101710296,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.748993771787334,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.75801963172055,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.809197832675529,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.80604399952034,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.710571063961304,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.83548245198646,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.788460007489792,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.751173705789244,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.803462305278715,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.743586757450625,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.840252957811823,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.750126328118692,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.772403955508777,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.822695024765776,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.786920205285447,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.817128441010484,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.835387830731114,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.812700918627469,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.771127550886379,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.771717312070093,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.763747814556395,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.803943196983889,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.864433837032686,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.816130071667199,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.772917829823318,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8488477180882645,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7609752788021105,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.775721966716018,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.838350482209698,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8245639094170745,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8330469742026425,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.726372484400915,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.801954544333248,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.778125061268249,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.8019422162218035,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.771803122404439,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.826642208135077,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.788613150096677,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.787841552727861,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.755239769383443,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.822401297255895,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.749279438707435,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.745235177635014,245,11,0,0,0,0,0,0,0
1,289,0,1,5,5.757347706919228,243,11,0,0,0,0,0,0,0
1,291,0,1,5,5.764547972886792,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.824878112194139,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.808475024873069,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.796357601391499,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.793655837684639,245,11,0,0,0,0,0,0,0
1,289,0,1,5,5.812109342782464,243,11,0,0,0,0,0,0,0
1,291,0,1,5,5.772304297821746,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7875682516427736,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.805208591544195,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.784238626314254,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.723627559047543,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.760216426317623,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.834594603653746,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.801952742276842,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.783295583445113,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7830074831562905,245,11,0,0,0,0,0,0,0
1,205,0,1,5,5.678369927301509,159,9,0,0,0,0,0,0,0
1,297,1,1,5,5.678369927301509,159,9,5,60,9,1,0,1,2
1,76,0,1,5,3.923231428797621,30,7,0,0,0,0,0,0,0
1,162,1,1,5,3.923231428797621,30,7,5,60,3,1,0,1,2
1,74,0,1,5,4.008621780036165,28,6,0,0,0,0,0,0,0
1,160,1,1,5,4.008621780036165,28,6,5,60,3,1,0,1,2
1,73,0,1,5,4.0006457252523475,27,6,0,0,0,0,0,0,0
1,159,1,1,5,4.0006457252523475,27,6,5,60,3,1,0,1,2
1,74,0,1,5,4.080050351464737,28,6,0,0,0,0,0,0,0
1,160,1,1,5,4.080050351464737,28,6,5,60,3,1,0,1,2
1,289,0,1,5,5.86076785801851,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.7498839101813735,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.752117484504416,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.800103438452069,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.780633960457106,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.848506260697153,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.7889962026875885,243,11,0,0,0,0,0,0,0
1,288,0,1,5,5.793574958020692,242,11,0,0,0,0,0,0,0
1,289,0,1,5,5.743087677858728,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.85924810847598,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.821098128198235,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.686313314274613,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.798991992529328,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.741652248082097,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.826830375187774,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.785864519419914,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.72820360647355,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.827285730674984,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.810456944353973,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.820992261194288,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.825762767019651,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.785537697972591,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.829875625944449,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.804255158575001,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.808047525554651,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.808284641993051,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.717236513422464,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.784038138054964,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.796419612362867,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.801581887798791,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.74624295399131,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.773649560438987,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.80317047617135,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.826054938980672,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.795976603824221,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.83930020139662,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.827220105957759,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.794716848791378,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.825923689546215,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.807664299825586,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.831607386054056,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.798200919767599,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.796318721753119,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.732837445602785,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.822497474060104,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.820276621217487,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.756277302416334,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.747660050642693,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.734941862246849,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7932136747661405,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.796219359790086,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.865843027484773,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.814359885344257,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.826924996443121,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.813460760513466,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.804106158351029,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.777372688593801,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7689305426489454,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.824572217612056,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.79029136524894,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7198877335689495,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7488984739780005,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.781010638087806,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8175004209909496,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.7787519921797,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.747405183414774,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.730436557157497,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.899296142384531,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.816364927105972,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.791127685465589,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.766643388535111,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.770529700216115,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.852351480594193,244,11,0,0,0,0,0,0,0
1,288,0,1,5,5.771967788650194,242,11,0,0,0,0,0,0,0
1,290,0,1,5,5.771374328627744,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.694644222574165,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.851941519326636,244,11,0,0,0,0,0,0,0
1,288,0,1,5,5.808892156292954,242,11,0,0,0,0,0,0,0
1,290,0,1,5,5.86243596394656,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.796838270404491,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.827346599473528,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.829493076769372,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7632461695871156,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.812772812699099,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.791470668907935,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.808236768065342,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.823049930510716,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.801980603317747,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.813299445851723,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.749319680994158,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.719962329741873,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.773898599179978,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.793889749010216,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7889180783715695,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.841813226200255,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.839824431116621,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.677707308249574,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.821929305414576,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8380835930045265,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.737739877416593,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.802215517306888,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.712056958988428,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.828988494246472,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.793237023673338,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.722205046616538,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.856422040105196,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.780638354882834,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.831913741317293,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.724203119593617,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.726471910117014,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.808346281767098,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7210897105558285,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.779647920405046,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.807850062432174,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.743729929187669,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.82040263067727,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8336708838574065,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.727498008231895,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.756938508463143,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.804037369617625,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.796027217729154,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.775687650569952,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.782192254828863,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.8087772041430545,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.752632240722724,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.801021553000648,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.835173009572424,245,11,0,0,0,0,0,0,0
1,204,0,1,5,5.489385281003417,158,9,0,0,0,0,0,0,0
1,296,1,1,5,5.489385281003417,158,9,5,60,9,1,0,1,2
1,76,0,1,5,3.8314018453921723,30,7,0,0,0,0,0,0,0
1,162,1,1,5,3.8314018453921723,30,7,5,60,3,1,0,1,2
1,74,0,1,5,4.080050351464737,28,6,0,0,0,0,0,0,0
1,162,1,1,5,4.080050351464737,28,6,5,60,5,1,0,1,2
1,75,0,1,5,3.952302977662386,29,7,0,0,0,0,0,0,0
1,204,1,1,5,3.952302977662386,29,7,5,60,46,1,0,1,2
1,75,0,1,16,3.840402546702506,29,7,0,0,0,0,0,0,0
1,161,1,1,16,3.840402546702506,29,7,16,60,3,1,0,1,2
1,74,0,1,5,3.9102329406731844,28,6,0,0,0,0,0,0,0
1,160,1,1,5,3.9102329406731844,28,6,5,60,3,1,0,1,2
1,289,0,1,5,5.776811792171424,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.783223221704392,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.799588437072796,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.77538591420426,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.8208514513247325,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.8184409193365,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.786462223528853,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.777594001642347,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.838760771884332,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.803796087486321,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.768022944766884,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8017992146071,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.794421739276743,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.810998155055982,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.810720796330863,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.742834489294713,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.743452570462552,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.822579045991753,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.823774494779625,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.888471544516502,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8188228963869895,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.76821844142349,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7868172758351175,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.793878503261614,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.82364845773497,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.796296906809905,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.846601482815135,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.810969158517863,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8214134682104435,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.806524561899318,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.759505290642783,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.792632898331403,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.866061991137974,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.807111843374975,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.802334832508695,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.726920826161863,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.839872669636376,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.812558423444411,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.761884128458345,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.796888252439256,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.821361303621135,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7762104591703345,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.834606566037087,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8085909972562915,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.766128236817597,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.750144078908212,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.715436191042013,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.824612459898776,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.818015572708462,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.817972397930996,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.717843348841702,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.839406068400567,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.82073680626902,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.804189533857773,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.774985542583259,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.766050454111267,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.783818095852091,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.753208883608468,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.793059933834486,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.766683630821827,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.734715315003056,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.792120684167513,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.843595797791191,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.76295106007248,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.7868941463009484,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.7280092929409445,243,11,0,0,0,0,0,0,0
1,287,0,1,5,5.810221847723327,241,11,0,0,0,0,0,0,0
1,289,0,1,5,5.785700327808581,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.850210435771023,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.787026748843383,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.788299997203733,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.826161482538607,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.815889116339735,243,11,0,0,0,0,0,0,0
1,289,0,1,5,5.771446151220549,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.770478888734784,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.773832297908766,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.816989554484381,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.783511740588852,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.787292185265909,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.822354978877048,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.759769819173662,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.821786223831592,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.889155926955559,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.7944936331940475,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.820516675209507,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.829921665863259,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.749983832935638,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.77097628966278,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.788061968524828,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.737190358519601,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.807005976371029,244,11,0,0,0,0,0,0,0
1,289,0,1,5,5.824719879975721,243,11,0,0,0,0,0,0,0
1,290,0,1,5,5.860719693626843,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.846878841540257,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8412607697496455,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.784121513561706,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.8145378691870295,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.776714365139245,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.786683088847046,244,11,0,0,0,0,0,0,0
1,290,0,1,5,5.824165870452111,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.789209234352668,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.792626800533909,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7789796938356215,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.882912754373249,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7691458938421585,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.815794183666864,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.808682969096916,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.751804464962619,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7819925848889975,245,11,0,0,0,0,0,0,0
1,289,0,1,5,5.819461900371799,243,11,0,0,0,0,0,0,0
1,291,0,1,5,5.83093502425685,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.767287562855081,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.802928236304195,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.782562716523694,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.787473342804088,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.792278669140455,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.802349830385515,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.813935852679787,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.851736362593419,245,11,0,0,0,0,0,0,0
1,290,0,1,5,5.787149690082855,244,11,0,0,0,0,0,0,0
1,291,0,1,5,5.787987065654071,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.786376083130788,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.748288146720876,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.767840689945007,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.812607575294917,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.706390891269186,245,11,0,0,0,0,0,0,0
1,291,0,1,5,5.7943967610743,245,11,0,0,0,0,0,0,0
1,205,0,1,5,5.705982251361654,159,9,0,0,0,0,0,0,0
1,297,1,1,5,5.705982251361654,159,9,5,60,9,1,0,1,2
1,76,0,1,16,3.923231428797621,30,7,0,0,0,0,0,0,0
1,162,1,1,16,3.923231428797621,30,7,16,60,3,1,0,1,2
1,73,0,1,5,3.926571651178274,27,6,0,0,0,0,0,0,0
1,159,1,1,5,3.926571651178274,27,6,5,60,3,1,0,1,2
1,74,0,1,5,4.008621780036165,28,6,0,0,0,0,0,0,0
1,160,1,1,5,4.008621780036165,28,6,5,60,3,1,0,1,2
1,74,0,1,16,3.937193208607594,28,6,0,0,0,0,0,0,0
1,160,1,1,16,3.937193208607594,28,6,16,60,3,1,0,1,2
1,289,0,1,16,5.8257316026313575,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.783289116482183,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.791596755962275,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.843859204743561,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.812704717265662,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.768167420841414,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.7761597812900956,243,11,0,0,0,0,0,0,0
1,288,0,1,16,5.861926905667448,242,11,0,0,0,0,0,0,0
1,289,0,1,16,5.768150276341541,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.808391443519675,243,11,0,0,0,0,0,0,0
1,290,0,1,16,5.787435357002958,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.79717279275928,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.835624947169515,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.745110397659949,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.7959377570236805,244,11,0,0,0,0,0,0,0
1,289,0,1,16,5.733184912605367,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.802312880199733,243,11,0,0,0,0,0,0,0
1,290,0,1,16,5.777031966151084,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.811702549284185,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.7398719374907925,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.819498294077072,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.814870283434765,244,11,0,0,0,0,0,0,0
1,289,0,1,16,5.810563883281697,243,11,0,0,0,0,0,0,0
1,289,0,1,16,5.811575163255581,243,11,0,0,0,0,0,0,0
1,290,0,1,16,5.810293760827779,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.751554670518682,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.83520509326134,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.8301134189368415,244,11,0,0,0,0,0,0,0
1,290,0,1,16,5.83248327200343,244,11,0,0,0,0,0,0,0
